"codigo_intervencion","fecha_registro_intervencion","nombre_intervencion","objetivo_general","fecha_inicial","fecha_final","estado_intervencion","modalidad_cooperacion","plan_nacional_desarrollo","hoja_ruta","ods","sectores_gobierno","nombre_del_actor","tipo_de_actor","pais_del_actor","rol_del_actor","tipo_de_asistencia","monto_aporte_en_usd","es_adicion","total_territorios"
"R-AO-18-361","2018-01-01T00:00:00.000","Acuerdo de Cooperación Mundial de la Cruz Roja Noruega 2018-2020.","Acuerdo de ASOCIACIÓN","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/02. Movilidad social/2.3 Mínimos vitales fortalecimiento de las capacidades de la población en pobreza extrema.","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","1473684","SI","1"
"R-AO-18-362","2018-01-01T00:00:00.000","Proteger  civiles de  armas explosivas","Reducción de los  riesgos de las minas, las municiones en racimo y otras armas explosivas en países afectados para que los civiles puedan vivir de manera segura.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.8 Acción Integral contra Minas Antipersonal.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","16.1.Reducir significativamente todas las formas de violencia y las tasas de mortalidad relacionadas en todas partes.","Presidencia de la República","AYUDA POPULAR NORUEGA","INTERNACIONAL/BILATERAL/TERRITORIAL/MUNICIPALIDAD","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-362","2018-01-01T00:00:00.000","Proteger  civiles de  armas explosivas","Reducción de los  riesgos de las minas, las municiones en racimo y otras armas explosivas en países afectados para que los civiles puedan vivir de manera segura.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.8 Acción Integral contra Minas Antipersonal.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","16.1.Reducir significativamente todas las formas de violencia y las tasas de mortalidad relacionadas en todas partes.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","487329","SI","1"
"R-AO-18-363","2018-01-01T00:00:00.000","Desminado humanitario de minas terrestres","Acción contra las minas humanitarias; Inspección y despeje, educación sobre el riesgo de las minas","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.8 Acción Integral contra Minas Antipersonal.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","16.1.Reducir significativamente todas las formas de violencia y las tasas de mortalidad relacionadas en todas partes.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","1754386","SI","1"
"R-AO-18-363","2018-01-01T00:00:00.000","Desminado humanitario de minas terrestres","Acción contra las minas humanitarias; Inspección y despeje, educación sobre el riesgo de las minas","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.8 Acción Integral contra Minas Antipersonal.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","16.1.Reducir significativamente todas las formas de violencia y las tasas de mortalidad relacionadas en todas partes.","Presidencia de la República","THE HALO TRUST","INTERNACIONAL/PRIVADO/EMPRESAS","Reino Unido","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-366","2018-01-01T00:00:00.000","Asegurar una respuesta integral a las necesidades de los sobrevivientes y discapacitados.","Asistencia a las víctimas y asistencia a las personas más vulnerables en situaciones de post CONFLICTO y crisis prolongada","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.4 Promoción, respeto y protección de Derechos Humanos.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","10.3.Garantizar la igualdad de oportunidades y reducir las desigualdades de los resultados, en particular mediante la eliminación de leyes, políticas y prácticas discriminatorias y promover la legislación adecuada, las políticas y acciones en este sentido.","Presidencia de la República","HANDICAP INTERNATIONAL COLOMBIA","INTERNACIONAL/PRIVADO/EMPRESAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-366","2018-01-01T00:00:00.000","Asegurar una respuesta integral a las necesidades de los sobrevivientes y discapacitados.","Asistencia a las víctimas y asistencia a las personas más vulnerables en situaciones de post CONFLICTO y crisis prolongada","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.4 Promoción, respeto y protección de Derechos Humanos.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.4.0. Reparación integral para la construcción de Paz","10.3.Garantizar la igualdad de oportunidades y reducir las desigualdades de los resultados, en particular mediante la eliminación de leyes, políticas y prácticas discriminatorias y promover la legislación adecuada, las políticas y acciones en este sentido.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","1691591","SI","1"
"R-AO-18-367","2018-01-01T00:00:00.000","Experto en defensa y análisis","Experto en defensa y análisis del proceso de paz en Colombia","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.2 Fortalecer los mecanismos de transición hacia la paz.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/6.1.3. Otras medidas para contribuir a garantizar las medidas de los acuerdos","16.a.Fortalecer las instituciones nacionales pertinentes, incluyendo mediante la cooperación internacional, para la construcción de capacidades en todos los niveles, en particular en los países en desarrollo, para la prevención de la violencia y la lucha contra el terrorismo y la delincuencia.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","233918","SI","1"
"R-AO-18-367","2018-01-01T00:00:00.000","Experto en defensa y análisis","Experto en defensa y análisis del proceso de paz en Colombia","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.2 Fortalecer los mecanismos de transición hacia la paz.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/6.1.3. Otras medidas para contribuir a garantizar las medidas de los acuerdos","16.a.Fortalecer las instituciones nacionales pertinentes, incluyendo mediante la cooperación internacional, para la construcción de capacidades en todos los niveles, en particular en los países en desarrollo, para la prevención de la violencia y la lucha contra el terrorismo y la delincuencia.","Presidencia de la República","WASHINGTON OFFICE ON LATIN AMERICA","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Estados Unidos","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-368","2018-01-01T00:00:00.000","Monitoreo de actitudes, percepción y apoyo a la paz, Colombia (MAPS).","Monitorear las percepciones públicas sobre el proceso de paz en Colombia para fortalecer la implementación de los acuerdos de paz.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.2 Fortalecer los mecanismos de transición hacia la paz.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/4.3.5. Espacios de Diálogo","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante | Donante","| Asistencia Financiera","6150000","SI","1"
"R-AO-18-368","2018-01-01T00:00:00.000","Monitoreo de actitudes, percepción y apoyo a la paz, Colombia (MAPS).","Monitorear las percepciones públicas sobre el proceso de paz en Colombia para fortalecer la implementación de los acuerdos de paz.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.2 Fortalecer los mecanismos de transición hacia la paz.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/4.3.5. Espacios de Diálogo","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","PNUD COLOMBIA","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-369","2018-01-01T00:00:00.000","Mejorar la productividad y la sostenibilidad de la cadena de valor de tilapia.","aumentar la productividad, la rentabilidad y la sostenibilidad en la cadena de valor de tilapia en Colombia. La introducción de una mejor gestión de la salud y las vacunas mejorará la calidad del pescado, reducirá los niveles de mortalidad y los costos para los productores, reducirá significativamente el impacto ambiental de la piscicultura y creará mayores ingresos y nuevos empleos en un sector en crecimiento.","2018-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR/C. Desarrollo Rural Sostenible/1.7.3. Producción y comercialización de alimentos","2.3.De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, los agricultores familiares, los ganaderos y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas","Agricultura y Desarrollo Rural","CARITAS NORWAY","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-369","2018-01-01T00:00:00.000","Mejorar la productividad y la sostenibilidad de la cadena de valor de tilapia.","aumentar la productividad, la rentabilidad y la sostenibilidad en la cadena de valor de tilapia en Colombia. La introducción de una mejor gestión de la salud y las vacunas mejorará la calidad del pescado, reducirá los niveles de mortalidad y los costos para los productores, reducirá significativamente el impacto ambiental de la piscicultura y creará mayores ingresos y nuevos empleos en un sector en crecimiento.","2018-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR/C. Desarrollo Rural Sostenible/1.7.3. Producción y comercialización de alimentos","2.3.De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, los agricultores familiares, los ganaderos y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas","Agricultura y Desarrollo Rural","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","1754386","SI","1"
"R-AO-18-371","2018-01-01T00:00:00.000","Aportando el liderazgo y la participación de las mujeres en la construcción de la paz, Colombia.","Aportando el liderazgo y la participación de las mujeres en la construcción de la paz en los departamentos de Córdoba y Meta.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.4 Promoción, respeto y protección de Derechos Humanos.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/TG.1.1. Capítulo de Género","5.5.Garantizar la participación plena y efectiva de las mujeres y la igualdad de oportunidades para el liderazgo en todos los niveles de toma de decisiones en la vida política, económica y
pública.","Presidencia de la República","CORPORACIÓN CASA DE LA MUJER","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-18-371","2018-01-01T00:00:00.000","Aportando el liderazgo y la participación de las mujeres en la construcción de la paz, Colombia.","Aportando el liderazgo y la participación de las mujeres en la construcción de la paz en los departamentos de Córdoba y Meta.","2018-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz/4.4 Promoción, respeto y protección de Derechos Humanos.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/TG.1.1. Capítulo de Género","5.5.Garantizar la participación plena y efectiva de las mujeres y la igualdad de oportunidades para el liderazgo en todos los niveles de toma de decisiones en la vida política, económica y
pública.","Presidencia de la República","NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Donante","| Asistencia Financiera","654971","SI","1"
"R-AO-18-773","2018-01-01T00:00:00.000","Alianza contra la deforestacion","promover el interés y el seguimiento de actores clave, líderes de opinión y opinión pública en general del orden nacional y local sobre el problema de la deforestación y las acciones para su control y disminución.","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/IV. Sostenibilidad/A. Sectores comprometidos con la sostenibilidad y la mitigación del cambio climático","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental/4.1.9. Sostenibilidad y recuperación ambiental","17.17.Incentivar y promover asociaciones públicas, público-privado y de sociedad civil eficientes, basándose en la experiencia y la dotación de recursos de alianzas estratégicas.","Ambiente y Desarrollo Sostenible","FUNDACIÓN SEMANA","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
